record_id,source_organization,source_dataset,source_url,source_record_id,source_type,is_synthetic,date,site,industry_domain,report_type,activity,narrative_text,hazard,unsafe_act,unsafe_condition,barrier,barrier_status,potential_consequence,actual_outcome,sif_potential,sif_reason,life_saving_rule,injury_severity_actual,age,sex,naics_code,ingestion_date,schema_version,is_duplicate_group_id,is_empty_or_malformed,has_possible_pii
sif_guard_seed__OIL-01072,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01072,synthetic,True,2026-03-20,Site E - Barekuri Pipeline,oil_and_gas,Near Miss,Working at Height,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. No further action required.,None identified,UNKNOWN,UNKNOWN,Fall protection/harness,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15486,False,False
sif_guard_seed__OIL-01178,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01178,synthetic,True,2026-05-28,Site B - Moran,oil_and_gas,Incident,Working at Height,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. No further action required.,None identified,UNKNOWN,UNKNOWN,Fall protection/harness,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15486,False,False
sif_guard_seed__OIL-00299,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00299,real_ihm_stefanini,False,2017-01-17,Real-Local_08,oil_and_gas,Incident,Metals,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",Liquid Metal,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00731,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00731,synthetic,True,2025-07-23,Site D - Jorajan,oil_and_gas,UA,Drilling Operations,Rigging sling was found frayed but an operator continued the lift without inspection.,Crane instability,UNKNOWN,UNKNOWN,Lift plan,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Safe Mechanical Lifting,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01078,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01078,synthetic,True,2026-03-23,Site D - Jorajan,oil_and_gas,Near Miss,Production Operations,"A third-party worker began repair work on the pump P-204 without confirming zero-energy state, panel was later found live. No injury occurred.",Stored/residual energy,UNKNOWN,UNKNOWN,Zero-energy check,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00644,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00644,synthetic,True,2025-06-01,Site A - Duliajan,oil_and_gas,UA,Maintenance,Isolation certificate was not issued but a new joinee proceeded to open the wellhead valve assembly for inspection. The activity was halted and the area was made safe.,Unexpected energy release,UNKNOWN,UNKNOWN,Isolation certificate,Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00807,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00807,synthetic,True,2025-09-14,Site C - Kumchai,oil_and_gas,Near Miss,Maintenance,A field engineer found the water cooler in the rest area was not working; complaint logged.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01099,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01099,synthetic,True,2026-04-06,Site A - Duliajan,oil_and_gas,UC,Maintenance,A dustbin lid was found broken in the parking area; replacement requested. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15349,False,False
sif_guard_seed__OIL-01200,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01200,synthetic,True,2026-06-12,Site D - Jorajan,oil_and_gas,UC,Production Operations,A dustbin lid was found broken in the parking area; replacement requested. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15349,False,False
sif_guard_seed__OIL-00431,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00431,synthetic,True,2025-01-03,Site D - Jorajan,oil_and_gas,Near Miss,Production Operations,A rigger noted a squeaky door hinge in the changing room; lubricated same day. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15372,False,False
sif_guard_seed__OIL-01233,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01233,synthetic,True,2026-07-02,Site B - Moran,oil_and_gas,UC,Housekeeping,A rigger noted a squeaky door hinge in the changing room; lubricated same day. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15372,False,False
sif_guard_seed__OIL-00544,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00544,synthetic,True,2025-03-31,Site A - Duliajan,oil_and_gas,UC,Electrical Work,Isolation point signage near the compressor unit was partially obscured by dust; cleaned during routine round. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,Zero-energy check,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00928,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00928,synthetic,True,2025-12-09,Site A - Duliajan,oil_and_gas,UA,Maintenance,Isolation point signage near the hydraulic line was partially obscured by dust; cleaned during routine round. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,Isolation certificate,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00430,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00430,synthetic,True,2025-01-03,Site E - Barekuri Pipeline,oil_and_gas,UA,Maintenance,"During pipeline maintenance, the line was not completely isolated before valve removal by a rigger. Work was stopped immediately once observed.",Electrical shock,UNKNOWN,UNKNOWN,Isolation verification,Missing,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15404,False,False
sif_guard_seed__OIL-00856,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00856,synthetic,True,2025-10-13,Site A - Duliajan,oil_and_gas,UC,Production Operations,"During pipeline maintenance, the line was not completely isolated before valve removal by a rigger. Work was stopped immediately once observed.",Electrical shock,UNKNOWN,UNKNOWN,Lockout/Tagout (LOTO),Failed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15404,False,False
sif_guard_seed__OIL-00126,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00126,real_ihm_stefanini,False,2016-05-24,Real-Local_10,oil_and_gas,Incident,Others,"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",Fall,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00491,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00491,synthetic,True,2025-02-16,Site C - Kumchai,oil_and_gas,UA,Maintenance,A loose floor tile was noticed by a contract technician in the administrative block corridor.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00652,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00652,synthetic,True,2025-06-05,Site C - Kumchai,oil_and_gas,Near Miss,Production Operations,Isolation tag on the wellhead valve assembly was found slightly faded and needs replacement; work was not affected. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Isolation certificate,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00546,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00546,synthetic,True,2025-04-02,Site E - Barekuri Pipeline,oil_and_gas,UA,Scaffolding,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,Anchor point verification,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15484,False,False
sif_guard_seed__OIL-00998,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00998,synthetic,True,2026-01-28,Site C - Kumchai,oil_and_gas,UC,Scaffolding,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,Scaffold inspection tag,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15484,False,False
sif_guard_seed__OIL-01300,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01300,synthetic,True,2026-08-19,Site B - Moran,oil_and_gas,UA,Electrical Work,Isolation tag on the pump P-204 was found slightly faded and needs replacement; work was not affected. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,Isolation verification,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00448,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00448,synthetic,True,2025-01-13,Site C - Kumchai,oil_and_gas,UC,Maintenance,A dustbin lid was found broken in the parking area; replacement requested.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15346,False,False
sif_guard_seed__OIL-01183,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01183,synthetic,True,2026-06-03,Site B - Moran,oil_and_gas,UA,Maintenance,A dustbin lid was found broken in the parking area; replacement requested.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15346,False,False
sif_guard_seed__OIL-00106,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00106,real_ihm_stefanini,False,2016-04-30,Real-Local_03,oil_and_gas,Incident,Mining,"In the DDH chamber of the company Explomin, located at the level -100 Socorro ramp 334, when the worker - assistant driller-was dismantling the fifth drill rod (NQ - 3 meters of steel with a weight of 24 kg) , using a stilson key (No. 18), at that moment the operator operates the rotation unit, the drill rod rotates by pressing the left hand of the worker against the base of the rod holder, causing an injury to the left hand. At the time of the accident, the drilling assistant used rubber gloves",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00556,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00556,synthetic,True,2025-04-09,Site A - Duliajan,oil_and_gas,UC,Transportation,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Signage,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Line of Fire,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15463,False,False
sif_guard_seed__OIL-00841,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00841,synthetic,True,2025-10-04,Site E - Barekuri Pipeline,oil_and_gas,UC,Lifting Operations,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Signage,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Line of Fire,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15463,False,False
sif_guard_seed__OIL-01088,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01088,synthetic,True,2026-03-31,Site A - Duliajan,oil_and_gas,UC,Excavation,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Barricading/exclusion zone,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Line of Fire,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15463,False,False
sif_guard_seed__OIL-01209,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01209,synthetic,True,2026-06-18,Site E - Barekuri Pipeline,oil_and_gas,Incident,Transportation,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,Signage,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Line of Fire,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15463,False,False
sif_guard_seed__OIL-00438,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00438,synthetic,True,2025-01-06,Site D - Jorajan,oil_and_gas,UC,Production Operations,A third-party worker found the water cooler in the rest area was not working; complaint logged. Corrected on the spot.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00909,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00909,synthetic,True,2025-11-26,Site E - Barekuri Pipeline,oil_and_gas,UA,Maintenance,A loose floor tile was noticed by a contract technician in the administrative block corridor. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15358,False,False
sif_guard_seed__OIL-00971,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00971,synthetic,True,2026-01-11,Site D - Jorajan,oil_and_gas,UC,Production Operations,A loose floor tile was noticed by a contract technician in the administrative block corridor. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15358,False,False
sif_guard_seed__OIL-01073,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01073,synthetic,True,2026-03-21,Site A - Duliajan,oil_and_gas,UA,Maintenance,"A new joinee began repair work on the electrical panel without confirming zero-energy state, panel was later found live. Fortunately no one was in the immediate vicinity at the time.",Unexpected energy release,UNKNOWN,UNKNOWN,Isolation verification,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00493,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00493,synthetic,True,2025-02-19,Site D - Jorajan,oil_and_gas,Near Miss,Production Operations,Signboard directing to the emergency assembly point was slightly bent; straightened by a contract technician. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15488,False,False
sif_guard_seed__OIL-01218,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01218,synthetic,True,2026-06-22,Site D - Jorajan,oil_and_gas,UC,Production Operations,Signboard directing to the emergency assembly point was slightly bent; straightened by a contract technician. Addressed before the shift ended.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15488,False,False
sif_guard_seed__OIL-00619,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00619,synthetic,True,2025-05-15,Site D - Jorajan,oil_and_gas,UA,Production Operations,Signboard directing to the emergency assembly point was slightly bent; straightened by a maintenance crew member. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15489,False,False
sif_guard_seed__OIL-00852,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00852,synthetic,True,2025-10-10,Site D - Jorajan,oil_and_gas,UA,Production Operations,Signboard directing to the emergency assembly point was slightly bent; straightened by a maintenance crew member. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15489,False,False
sif_guard_seed__OIL-01323,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01323,synthetic,True,2026-08-31,Site C - Kumchai,oil_and_gas,UC,Production Operations,Signboard directing to the emergency assembly point was slightly bent; straightened by a maintenance crew member. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15489,False,False
sif_guard_seed__OIL-00735,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00735,synthetic,True,2025-07-24,Site E - Barekuri Pipeline,oil_and_gas,UC,Working at Height,"A dropped spanner fell from the platform where a rigger was working, landing near ground crew. This was flagged as a high-priority observation.",Dropped object,UNKNOWN,UNKNOWN,Anchor point verification,Bypassed,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Working at Height,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00342,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00342,real_ihm_stefanini,False,2017-02-27,Real-Local_03,oil_and_gas,Incident,Mining,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury",remains of choco,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01317,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01317,synthetic,True,2026-08-29,Site E - Barekuri Pipeline,oil_and_gas,UC,Maintenance,Signboard directing to the emergency assembly point was slightly bent; straightened by a field engineer. No further action required.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00863,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00863,synthetic,True,2025-10-20,Site A - Duliajan,oil_and_gas,UC,Housekeeping,A rigger was found not wearing safety glasses while filing paperwork in the site office. Logged for routine follow-up.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00360,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00360,real_ihm_stefanini,False,2017-03-25,Real-Local_03,oil_and_gas,Incident,Mining,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",Vehicles and Mobile Equipment,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Driving,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01194,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01194,synthetic,True,2026-06-10,Site D - Jorajan,oil_and_gas,UA,Electrical Work,Isolation point signage near the compressor unit was partially obscured by dust; cleaned during routine round. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,Isolation verification,Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Energy Isolation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01005,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01005,synthetic,True,2026-02-05,Site C - Kumchai,oil_and_gas,UC,Maintenance,A loose floor tile was noticed by a new joinee in the administrative block corridor. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00136,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00136,real_ihm_stefanini,False,2016-06-04,Real-Local_04,oil_and_gas,Incident,Mining,"Being 01:50 p.m. approximately, in the Nv. 1800, in the Tecnomin winery. Mr. Chagua - Bodeguero was alone, cutting wires No. 16 with a grinder, previously he had removed the protection guard from the disk of 4 inches in diameter and adapted a disk of a crosscutter of approximately 8 inches. Originating traumatic amputation of two fingers of the left hand",Others,UNKNOWN,UNKNOWN,Unknown (not recorded in source),Unknown,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Unmapped,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01086,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01086,synthetic,True,2026-03-29,Site D - Jorajan,oil_and_gas,Near Miss,Drilling Operations,A third-party worker started maintenance work without an approved permit to work in place. Work was stopped immediately once observed.,Missing risk assessment,UNKNOWN,UNKNOWN,Supervisory authorization,Missing,UNKNOWN,UNKNOWN,Yes,UNKNOWN,Work Authorisation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-01153,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01153,synthetic,True,2026-05-07,Site E - Barekuri Pipeline,oil_and_gas,UA,Production Operations,Permit to work had a minor clerical omission in the time field; corrected before work start. No further action required.,None identified,UNKNOWN,UNKNOWN,Permit to Work (PTW),Adequate / Minor Gap,UNKNOWN,UNKNOWN,No,UNKNOWN,Work Authorisation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,0,False,False
sif_guard_seed__OIL-00490,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-00490,synthetic,True,2025-02-16,Site C - Kumchai,oil_and_gas,Incident,Housekeeping,A minor paint peel was noticed on the safety information board near the pump P-204. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15364,False,False
sif_guard_seed__OIL-01192,SIF-Guard project (internal),sif_guard_seed,N/A (internal project file),OIL-01192,synthetic,True,2026-06-09,Site C - Kumchai,oil_and_gas,UA,Housekeeping,A minor paint peel was noticed on the safety information board near the pump P-204. Noted during the daily safety walk.,None identified,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-04T09:23:57Z,1.0.0,15364,False,False
