report_id,date,site,activity,report_type,report_text,sif_potential,life_saving_rule,hazard,barrier,barrier_status,risk_level,source
OIL-01114,2026-04-12,Site E - Barekuri Pipeline,Working at Height,UC,A new joinee was working at height on scaffolding without a harness properly anchored.,Yes,Working at Height,Fall from height,Guardrails,Bypassed,HIGH,synthetic
OIL-01115,2026-04-13,Site D - Jorajan,Transportation,UA,Tyre pressure was marginally low on a parked vehicle; corrected during routine check.,No,Driving,None identified,Seatbelt use,Adequate / Minor Gap,LOW,synthetic
OIL-01116,2026-04-13,Site C - Kumchai,Housekeeping,UA,Signboard directing to the emergency assembly point was slightly bent; straightened by a third-party worker. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01117,2026-04-13,Site C - Kumchai,Housekeeping,UA,Minor housekeeping issue observed near office area; walkway was cluttered with empty boxes. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01118,2026-04-13,Site E - Barekuri Pipeline,Maintenance,UA,Confined space entry permit was not obtained before a rigger entered the vessel for inspection.,Yes,Confined Space,Oxygen-deficient atmosphere,Gas testing,Bypassed,HIGH,synthetic
OIL-01119,2026-04-13,Site A - Duliajan,Scaffolding,UC,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. Noted during the daily safety walk.,No,Working at Height,None identified,Fall protection/harness,Adequate / Minor Gap,LOW,synthetic
OIL-01120,2026-04-14,Site D - Jorajan,Production Operations,UC,Signboard directing to the emergency assembly point was slightly bent; straightened by a contract technician. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01121,2026-04-14,Site B - Moran,Confined Space Entry,UA,"Confined space permit paperwork had a minor date entry error, corrected before entry. Logged for routine follow-up.",No,Confined Space,None identified,Continuous atmosphere monitoring,Adequate / Minor Gap,LOW,synthetic
OIL-01122,2026-04-15,Site E - Barekuri Pipeline,Maintenance,Near Miss,"A contract technician noted the LOTO log entry had a minor formatting error, corrected on the spot. No further action required.",No,Energy Isolation,None identified,Lockout/Tagout (LOTO),Adequate / Minor Gap,LOW,synthetic
OIL-01123,2026-04-15,Site A - Duliajan,Production Operations,UA,"A new joinee began repair work on the hydraulic line without confirming zero-energy state, panel was later found live. Work was stopped immediately once observed.",Yes,Energy Isolation,Unexpected energy release,Zero-energy check,Missing,HIGH,synthetic
OIL-01124,2026-04-15,Site C - Kumchai,Maintenance,UC,Isolation point signage near the hydraulic line was partially obscured by dust; cleaned during routine round. No further action required.,No,Energy Isolation,None identified,Isolation certificate,Adequate / Minor Gap,LOW,synthetic
OIL-01125,2026-04-16,Site D - Jorajan,Hot Work,UA,Hot work was started by a field engineer without gas testing the surrounding area for flammable vapors. The activity was halted and the area was made safe.,Yes,Hot Work,Explosion,Gas testing (flammable atmosphere),Missing,HIGH,synthetic
OIL-01126,2026-04-17,Site B - Moran,Confined Space Entry,UA,Confined space entry permit was not obtained before a field engineer entered the vessel for inspection. Fortunately no one was in the immediate vicinity at the time.,Yes,Confined Space,Entrapment,Gas testing,Missing,HIGH,synthetic
OIL-01127,2026-04-17,Site E - Barekuri Pipeline,Housekeeping,Near Miss,A new joinee suggested better labeling for stationery cupboards in the office. Addressed before the shift ended.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01128,2026-04-18,Site C - Kumchai,Drilling Operations,UA,Lift plan paperwork was completed but filed a day late; no impact on the lift itself. No further action required.,No,Safe Mechanical Lifting,None identified,Load chart compliance,Adequate / Minor Gap,LOW,synthetic
OIL-01129,2026-04-20,Site A - Duliajan,Production Operations,Near Miss,Stationery shelf in the site office was found disorganized during a routine walk-through. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01130,2026-04-23,Site B - Moran,Housekeeping,UC,Spill of a small quantity of water near the canteen was cleaned up promptly. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01131,2026-04-23,Site B - Moran,Confined Space Entry,UA,Confined space entry permit was not obtained before a shift technician entered the vessel for inspection. Fortunately no one was in the immediate vicinity at the time.,Yes,Confined Space,Engulfment,Confined space entry permit,Failed,HIGH,synthetic
OIL-01132,2026-04-23,Site E - Barekuri Pipeline,Housekeeping,UC,Spill of a small quantity of water near the canteen was cleaned up promptly. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01133,2026-04-23,Site C - Kumchai,Maintenance,UC,"A field engineer noted the LOTO log entry had a minor formatting error, corrected on the spot. Logged for routine follow-up.",No,Energy Isolation,None identified,Zero-energy check,Adequate / Minor Gap,LOW,synthetic
OIL-01134,2026-04-24,Site D - Jorajan,Production Operations,UC,Minor housekeeping: cables in the office area were not properly bundled.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01135,2026-04-24,Site B - Moran,Maintenance,UC,Spill of a small quantity of water near the canteen was cleaned up promptly. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01136,2026-04-25,Site A - Duliajan,Production Operations,Incident,LOTO was not applied before a shift technician attempted to remove a valve on the hydraulic line; potential for unexpected energy release. This was flagged as a high-priority observation.,Yes,Energy Isolation,Electrical shock,Isolation certificate,Missing,HIGH,synthetic
OIL-01137,2026-04-25,Site C - Kumchai,Maintenance,UA,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,No,Hot Work,None identified,Fire watch,Adequate / Minor Gap,LOW,synthetic
OIL-01138,2026-04-26,Site C - Kumchai,Maintenance,UC,"Confined space permit paperwork had a minor date entry error, corrected before entry. Logged for routine follow-up.",No,Confined Space,None identified,Confined space entry permit,Adequate / Minor Gap,LOW,synthetic
OIL-01139,2026-04-26,Site A - Duliajan,Maintenance,UC,A third-party worker overrode the safety interlock on the compressor to continue operations during a fault. Corrective action was raised on the spot.,Yes,Bypassing Safety Controls,Disabled safety interlock,Alarm system,Failed,HIGH,synthetic
OIL-01140,2026-04-27,Site D - Jorajan,Drilling Operations,UA,Lift plan paperwork was completed but filed a day late; no impact on the lift itself.,No,Safe Mechanical Lifting,None identified,Load chart compliance,Adequate / Minor Gap,LOW,synthetic
OIL-01141,2026-04-28,Site D - Jorajan,Electrical Work,UC,Isolation tag on the electrical panel was found slightly faded and needs replacement; work was not affected. Addressed before the shift ended.,No,Energy Isolation,None identified,Lockout/Tagout (LOTO),Adequate / Minor Gap,LOW,synthetic
OIL-01142,2026-04-28,Site A - Duliajan,Transportation,Near Miss,Vehicle inspection checklist had a minor missing signature; corrected before dispatch. Noted during the daily safety walk.,No,Driving,None identified,Speed compliance,Adequate / Minor Gap,LOW,synthetic
OIL-01143,2026-04-29,Site C - Kumchai,Maintenance,UA,A rigger found the water cooler in the rest area was not working; complaint logged.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01144,2026-04-30,Site A - Duliajan,Maintenance,UC,Alarm panel indicator light was flickering; replaced during preventive maintenance. Noted during the daily safety walk.,No,Bypassing Safety Controls,None identified,Alarm system,Adequate / Minor Gap,LOW,synthetic
OIL-01145,2026-05-01,Site B - Moran,Housekeeping,UA,Fire extinguisher signage in the corridor was found slightly faded; repainting scheduled. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01146,2026-05-01,Site B - Moran,Housekeeping,UA,Minor housekeeping issue observed near office area; walkway was cluttered with empty boxes.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01147,2026-05-01,Site B - Moran,Maintenance,UC,A loose floor tile was noticed by a rigger in the administrative block corridor. Addressed before the shift ended.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01148,2026-05-03,Site C - Kumchai,Maintenance,UA,A shift technician disabled a machine guard interlock to clear a jam on the hydraulic line without stopping the equipment. The activity was halted and the area was made safe.,Yes,Bypassing Safety Controls,Removed machine guard,Safety guard,Bypassed,HIGH,synthetic
OIL-01149,2026-05-03,Site C - Kumchai,Excavation,UC,A new joinee was standing directly beneath a suspended load during a lifting operation near the gas compressor skid.,Yes,Line of Fire,Struck by falling/moving object,Suspended load control,Missing,HIGH,synthetic
OIL-01150,2026-05-03,Site C - Kumchai,Production Operations,UA,A pipe section slipped from rigging and struck the barricade near where a rigger was standing.,Yes,Line of Fire,Suspended load,Barricading/exclusion zone,Missing,HIGH,synthetic
OIL-01151,2026-05-05,Site E - Barekuri Pipeline,Production Operations,UC,Spill of a small quantity of water near the canteen was cleaned up promptly. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01152,2026-05-06,Site D - Jorajan,Maintenance,UC,A field engineer overrode the safety interlock on the compressor to continue operations during a fault.,Yes,Bypassing Safety Controls,Removed machine guard,Interlock system,Missing,MEDIUM,synthetic
OIL-01153,2026-05-07,Site E - Barekuri Pipeline,Production Operations,UA,Permit to work had a minor clerical omission in the time field; corrected before work start. No further action required.,No,Work Authorisation,None identified,Permit to Work (PTW),Adequate / Minor Gap,LOW,synthetic
OIL-01154,2026-05-08,Site C - Kumchai,Excavation,UA,A third-party worker was standing directly beneath a suspended load during a lifting operation near the electrical panel.,Yes,Line of Fire,Struck by falling/moving object,Barricading/exclusion zone,Failed,MEDIUM,synthetic
OIL-01155,2026-05-09,Site E - Barekuri Pipeline,Vehicle Movement,Incident,Tyre pressure was marginally low on a parked vehicle; corrected during routine check. Noted during the daily safety walk.,No,Driving,None identified,Journey management plan,Adequate / Minor Gap,LOW,synthetic
OIL-01156,2026-05-09,Site C - Kumchai,Housekeeping,UA,A dustbin lid was found broken in the parking area; replacement requested. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01157,2026-05-10,Site A - Duliajan,Production Operations,UA,Noise from a printer in the office was reported as mildly disruptive. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01158,2026-05-12,Site D - Jorajan,Production Operations,UC,Minor housekeeping issue observed near office area; walkway was cluttered with empty boxes. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01159,2026-05-13,Site C - Kumchai,Maintenance,UA,A new joinee suggested better labeling for stationery cupboards in the office. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01160,2026-05-14,Site E - Barekuri Pipeline,Production Operations,UA,A third-party worker reported a flickering light in the break room; maintenance ticket raised. Addressed before the shift ended.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01161,2026-05-14,Site E - Barekuri Pipeline,Production Operations,UA,"During maintenance, a new joinee started work on the hydraulic line before energy isolation was verified; the line was found still energized. This was flagged as a high-priority observation.",Yes,Energy Isolation,Stored/residual energy,Isolation certificate,Failed,HIGH,synthetic
OIL-01162,2026-05-15,Site D - Jorajan,Transportation,UA,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway.,No,Line of Fire,None identified,Positioning awareness,Adequate / Minor Gap,LOW,synthetic
OIL-01163,2026-05-15,Site D - Jorajan,Hot Work,UA,Fire watch bucket was found half full of sand instead of full; topped up as per checklist. Logged for routine follow-up.,No,Hot Work,None identified,Hot work permit,Adequate / Minor Gap,LOW,synthetic
OIL-01164,2026-05-15,Site D - Jorajan,Production Operations,Near Miss,A third-party worker reported a flickering light in the break room; maintenance ticket raised. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01165,2026-05-16,Site D - Jorajan,Housekeeping,UA,Fire extinguisher signage in the corridor was found slightly faded; repainting scheduled.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01166,2026-05-16,Site A - Duliajan,Housekeeping,UC,A shift technician found the water cooler in the rest area was not working; complaint logged.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01167,2026-05-17,Site C - Kumchai,Production Operations,UC,An operator positioned themselves in the line of fire while a pressurized hose was being disconnected from the electrical panel. Corrective action was raised on the spot.,Yes,Line of Fire,Struck by falling/moving object,Positioning awareness,Bypassed,HIGH,synthetic
OIL-01168,2026-05-18,Site A - Duliajan,Production Operations,UC,A third-party worker noted a squeaky door hinge in the changing room; lubricated same day. Addressed before the shift ended.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01169,2026-05-18,Site D - Jorajan,Production Operations,UC,A third-party worker reported that the office AC filter needed cleaning. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01170,2026-05-21,Site E - Barekuri Pipeline,Production Operations,UA,Interlock test was carried out as per schedule with no deviation found. No further action required.,No,Bypassing Safety Controls,None identified,Permit conditions,Adequate / Minor Gap,LOW,synthetic
OIL-01171,2026-05-22,Site E - Barekuri Pipeline,Production Operations,UC,"During crane operation, a contract technician walked under the boom while the load was still suspended. The activity was halted and the area was made safe.",Yes,Line of Fire,Struck by falling/moving object,Suspended load control,Failed,HIGH,synthetic
OIL-01172,2026-05-24,Site B - Moran,Maintenance,UC,A shift technician reported that the office AC filter needed cleaning. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01173,2026-05-24,Site B - Moran,Confined Space Entry,UA,"Confined space permit paperwork had a minor date entry error, corrected before entry.",No,Confined Space,None identified,Continuous atmosphere monitoring,Adequate / Minor Gap,LOW,synthetic
OIL-01174,2026-05-25,Site A - Duliajan,Drilling Operations,UA,Rigging equipment tag was due for renewal within the week; flagged for scheduling. Logged for routine follow-up.,No,Safe Mechanical Lifting,None identified,Competent rigger/banksman,Adequate / Minor Gap,LOW,synthetic
OIL-01175,2026-05-25,Site C - Kumchai,Excavation,UC,A shift technician was standing directly beneath a suspended load during a lifting operation near the wellhead valve assembly. The activity was halted and the area was made safe.,Yes,Line of Fire,Suspended load,Signage,Bypassed,HIGH,synthetic
OIL-01176,2026-05-26,Site B - Moran,Housekeeping,UC,A rigger noted a squeaky door hinge in the changing room; lubricated same day. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01177,2026-05-27,Site B - Moran,Maintenance,UA,Permit to work had a minor clerical omission in the time field; corrected before work start. Corrected on the spot.,No,Work Authorisation,None identified,Permit to Work (PTW),Adequate / Minor Gap,LOW,synthetic
OIL-01178,2026-05-28,Site B - Moran,Working at Height,Incident,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. No further action required.,No,Working at Height,None identified,Fall protection/harness,Adequate / Minor Gap,LOW,synthetic
OIL-01179,2026-05-29,Site D - Jorajan,Maintenance,Near Miss,Welding was being performed by a rigger near flammable material without a fire watch posted. Corrective action was raised on the spot.,Yes,Hot Work,Ignition of flammable material,Fire extinguishing equipment on site,Failed,MEDIUM,synthetic
OIL-01180,2026-05-29,Site B - Moran,Maintenance,UA,Gas testing equipment battery indicator was low but was replaced before any entry occurred. Logged for routine follow-up.,No,Confined Space,None identified,Gas testing,Adequate / Minor Gap,LOW,synthetic
OIL-01181,2026-05-29,Site D - Jorajan,Vehicle Movement,UC,Tyre pressure was marginally low on a parked vehicle; corrected during routine check.,No,Driving,None identified,Journey management plan,Adequate / Minor Gap,LOW,synthetic
OIL-01182,2026-05-31,Site B - Moran,Housekeeping,UA,Signboard directing to the emergency assembly point was slightly bent; straightened by a new joinee.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01183,2026-06-03,Site B - Moran,Maintenance,UA,A dustbin lid was found broken in the parking area; replacement requested.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01184,2026-06-03,Site C - Kumchai,Transportation,UC,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway. Addressed before the shift ended.,No,Line of Fire,None identified,Barricading/exclusion zone,Adequate / Minor Gap,LOW,synthetic
OIL-01185,2026-06-04,Site C - Kumchai,Maintenance,UC,"General cleanliness observation: canteen floor was slightly wet near the entrance, mopped promptly. Addressed before the shift ended.",No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01186,2026-06-04,Site E - Barekuri Pipeline,Confined Space Entry,Near Miss,A shift technician entered a pit for cable work without checking for oxygen deficiency; gas detector was not carried. No injury occurred.,Yes,Confined Space,Engulfment,Gas testing,Bypassed,HIGH,synthetic
OIL-01187,2026-06-05,Site A - Duliajan,Production Operations,UA,Residual pressure was not bled off from the gas compressor skid before a contract technician disconnected the coupling.,Yes,Energy Isolation,Stored/residual energy,Isolation certificate,Missing,HIGH,synthetic
OIL-01188,2026-06-06,Site D - Jorajan,Hot Work,UA,A maintenance crew member continued welding after the hot work permit had expired. This was flagged as a high-priority observation.,Yes,Hot Work,Explosion,Hot work permit,Missing,HIGH,synthetic
OIL-01189,2026-06-07,Site B - Moran,Confined Space Entry,Near Miss,A contract technician entered a pit for cable work without checking for oxygen deficiency; gas detector was not carried. Fortunately no one was in the immediate vicinity at the time.,Yes,Confined Space,Toxic atmosphere,Gas testing,Bypassed,HIGH,synthetic
OIL-01190,2026-06-07,Site E - Barekuri Pipeline,Production Operations,UA,A field engineer bypassed the LOTO tag and re-energized the gas compressor skid while another crew was still working on it. Corrective action was raised on the spot.,Yes,Energy Isolation,Unexpected energy release,Isolation verification,Failed,HIGH,synthetic
OIL-01191,2026-06-08,Site A - Duliajan,Hot Work,UA,Hot work permit was signed but the copy at the site was slightly torn; replaced with new copy.,No,Hot Work,None identified,Fire extinguishing equipment on site,Adequate / Minor Gap,LOW,synthetic
OIL-01192,2026-06-09,Site C - Kumchai,Housekeeping,UA,A minor paint peel was noticed on the safety information board near the pump P-204. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01193,2026-06-10,Site D - Jorajan,Drilling Operations,UA,Rigging equipment tag was due for renewal within the week; flagged for scheduling.,No,Safe Mechanical Lifting,None identified,Rigging inspection,Adequate / Minor Gap,LOW,synthetic
OIL-01194,2026-06-10,Site D - Jorajan,Electrical Work,UA,Isolation point signage near the compressor unit was partially obscured by dust; cleaned during routine round. Noted during the daily safety walk.,No,Energy Isolation,None identified,Isolation verification,Adequate / Minor Gap,LOW,synthetic
OIL-01195,2026-06-10,Site D - Jorajan,Production Operations,Incident,Fire extinguisher signage in the corridor was found slightly faded; repainting scheduled. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01196,2026-06-11,Site B - Moran,Working at Height,UA,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. Noted during the daily safety walk.,No,Working at Height,None identified,Fall protection/harness,Adequate / Minor Gap,LOW,synthetic
OIL-01197,2026-06-11,Site A - Duliajan,Production Operations,UA,Noise from a printer in the office was reported as mildly disruptive. Logged for routine follow-up.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01198,2026-06-12,Site A - Duliajan,Production Operations,UC,LOTO was not applied before a new joinee attempted to remove a valve on the transformer bay; potential for unexpected energy release.,Yes,Energy Isolation,Stored/residual energy,Isolation certificate,Bypassed,HIGH,synthetic
OIL-01199,2026-06-12,Site C - Kumchai,Hot Work,Near Miss,Hot work was started by a third-party worker without gas testing the surrounding area for flammable vapors. Work was stopped immediately once observed.,Yes,Hot Work,Explosion,Fire extinguishing equipment on site,Bypassed,HIGH,synthetic
OIL-01200,2026-06-12,Site D - Jorajan,Production Operations,UC,A dustbin lid was found broken in the parking area; replacement requested. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01201,2026-06-13,Site B - Moran,Excavation,UA,A contract technician positioned themselves in the line of fire while a pressurized hose was being disconnected from the electrical panel. Corrective action was raised on the spot.,Yes,Line of Fire,Pressure release,Barricading/exclusion zone,Missing,HIGH,synthetic
OIL-01202,2026-06-13,Site B - Moran,Lifting Operations,Incident,Lift plan paperwork was completed but filed a day late; no impact on the lift itself. Logged for routine follow-up.,No,Safe Mechanical Lifting,None identified,Lift plan,Adequate / Minor Gap,LOW,synthetic
OIL-01203,2026-06-14,Site E - Barekuri Pipeline,Production Operations,Near Miss,A pipe section slipped from rigging and struck the barricade near where a maintenance crew member was standing. No injury occurred.,Yes,Line of Fire,Struck by falling/moving object,Barricading/exclusion zone,Bypassed,HIGH,synthetic
OIL-01204,2026-06-14,Site C - Kumchai,Production Operations,UA,A shift technician noted a squeaky door hinge in the changing room; lubricated same day. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01205,2026-06-17,Site A - Duliajan,Maintenance,UA,A first-aid box in the admin building was found to be missing a few bandages; restocked.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01206,2026-06-18,Site A - Duliajan,Maintenance,Near Miss,A third-party worker observed mild clutter of files near the printer station; tidied up. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01207,2026-06-18,Site A - Duliajan,Maintenance,UA,"During maintenance, a third-party worker started work on the transformer bay before energy isolation was verified; the line was found still energized.",Yes,Energy Isolation,Stored/residual energy,Isolation certificate,Bypassed,MEDIUM,synthetic
OIL-01208,2026-06-18,Site B - Moran,Drilling Operations,UA,Lifting was carried out by a maintenance crew member without a documented lift plan for a heavy load near the hydraulic line. Corrective action was raised on the spot.,Yes,Safe Mechanical Lifting,Load drop,Competent rigger/banksman,Failed,HIGH,synthetic
OIL-01209,2026-06-18,Site E - Barekuri Pipeline,Transportation,Incident,Minor housekeeping issue: warning cones slightly misplaced near a low-traffic walkway. Corrected on the spot.,No,Line of Fire,None identified,Signage,Adequate / Minor Gap,LOW,synthetic
OIL-01210,2026-06-19,Site D - Jorajan,Vehicle Movement,UC,Vehicle inspection checklist had a minor missing signature; corrected before dispatch. Noted during the daily safety walk.,No,Driving,None identified,Speed compliance,Adequate / Minor Gap,LOW,synthetic
OIL-01211,2026-06-20,Site C - Kumchai,Maintenance,Near Miss,A field engineer reported that the office AC filter needed cleaning. Logged for routine follow-up.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01212,2026-06-20,Site B - Moran,Production Operations,UC,Stationery shelf in the site office was found disorganized during a routine walk-through. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01213,2026-06-20,Site E - Barekuri Pipeline,Lifting Operations,UA,Barricade tape near the work area was found loose; retightened without incident.,No,Line of Fire,None identified,Barricading/exclusion zone,Adequate / Minor Gap,LOW,synthetic
OIL-01214,2026-06-20,Site E - Barekuri Pipeline,Maintenance,UC,"Confined space permit paperwork had a minor date entry error, corrected before entry.",No,Confined Space,None identified,Confined space entry permit,Adequate / Minor Gap,LOW,synthetic
OIL-01215,2026-06-20,Site B - Moran,Maintenance,UC,Signboard directing to the emergency assembly point was slightly bent; straightened by a field engineer. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01216,2026-06-21,Site A - Duliajan,Scaffolding,UC,Scaffold tag was found slightly discolored and hard to read; replaced during routine check. Noted during the daily safety walk.,No,Working at Height,None identified,Anchor point verification,Adequate / Minor Gap,LOW,synthetic
OIL-01217,2026-06-21,Site E - Barekuri Pipeline,Maintenance,UC,An alarm on the main isolation valve was silenced by a contract technician without investigating the cause.,Yes,Bypassing Safety Controls,Overridden alarm,Alarm system,Missing,MEDIUM,synthetic
OIL-01218,2026-06-22,Site D - Jorajan,Production Operations,UC,Signboard directing to the emergency assembly point was slightly bent; straightened by a contract technician. Addressed before the shift ended.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01219,2026-06-23,Site C - Kumchai,Maintenance,UA,Isolation tag on the main isolation valve was found slightly faded and needs replacement; work was not affected. No further action required.,No,Energy Isolation,None identified,Zero-energy check,Adequate / Minor Gap,LOW,synthetic
OIL-01220,2026-06-23,Site C - Kumchai,Maintenance,UC,A shift technician observed a torn notice board sheet near the muster point; replaced during rounds.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01221,2026-06-23,Site A - Duliajan,Housekeeping,UC,Fire extinguisher signage in the corridor was found slightly faded; repainting scheduled. Logged for routine follow-up.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01222,2026-06-24,Site B - Moran,Transportation,UA,A new joinee was found using a mobile phone while driving a light vehicle on-site. This was flagged as a high-priority observation.,Yes,Driving,Pedestrian strike,Fatigue management,Bypassed,HIGH,synthetic
OIL-01223,2026-06-24,Site A - Duliajan,Maintenance,UA,A new joinee was found not wearing safety glasses while filing paperwork in the site office. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01224,2026-06-25,Site E - Barekuri Pipeline,Hot Work,UC,A third-party worker carried out grinding work without a valid hot work permit near the transformer bay.,Yes,Hot Work,Fire,Hot work permit,Failed,HIGH,synthetic
OIL-01225,2026-06-27,Site D - Jorajan,Lifting Operations,UA,Barricade tape near the work area was found loose; retightened without incident. No further action required.,No,Line of Fire,None identified,Suspended load control,Adequate / Minor Gap,LOW,synthetic
OIL-01226,2026-06-28,Site B - Moran,Maintenance,UA,An operator entered a storage tank without prior gas testing being completed. Fortunately no one was in the immediate vicinity at the time.,Yes,Confined Space,Engulfment,Confined space entry permit,Bypassed,HIGH,synthetic
OIL-01227,2026-06-28,Site E - Barekuri Pipeline,Housekeeping,UC,An operator observed mild clutter of files near the printer station; tidied up. Corrected on the spot.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01228,2026-06-30,Site D - Jorajan,Lifting Operations,UA,Lifting was carried out by a maintenance crew member without a documented lift plan for a heavy load near the compressor unit. The activity was halted and the area was made safe.,Yes,Safe Mechanical Lifting,Crane instability,Load chart compliance,Failed,HIGH,synthetic
OIL-01229,2026-06-30,Site D - Jorajan,Lifting Operations,Near Miss,A shift technician exceeded the load chart limit while lifting equipment near the wellhead. The activity was halted and the area was made safe.,Yes,Safe Mechanical Lifting,Load drop,Load chart compliance,Bypassed,HIGH,synthetic
OIL-01230,2026-06-30,Site E - Barekuri Pipeline,Maintenance,UC,Signboard directing to the emergency assembly point was slightly bent; straightened by a contract technician. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01231,2026-07-01,Site B - Moran,Production Operations,UA,A shift technician suggested better labeling for stationery cupboards in the office. No further action required.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01232,2026-07-01,Site A - Duliajan,Housekeeping,UA,A first-aid box in the admin building was found to be missing a few bandages; restocked.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01233,2026-07-02,Site B - Moran,Housekeeping,UC,A rigger noted a squeaky door hinge in the changing room; lubricated same day. Noted during the daily safety walk.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01234,2026-07-02,Site A - Duliajan,Transportation,UC,Journey management plan was not filed before a third-party worker undertook a long-distance site transfer.,Yes,Driving,Pedestrian strike,Fatigue management,Failed,MEDIUM,synthetic
OIL-01235,2026-07-02,Site A - Duliajan,Maintenance,UC,Fire extinguisher signage in the corridor was found slightly faded; repainting scheduled.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01236,2026-07-02,Site A - Duliajan,Working at Height,UA,A field engineer noted a minor gap in toe-board on a low-height platform; corrected same day. Corrected on the spot.,No,Working at Height,None identified,Fall protection/harness,Adequate / Minor Gap,LOW,synthetic
OIL-01237,2026-07-03,Site B - Moran,Maintenance,Incident,No standby/rescue personnel was posted while a field engineer entered the confined space to clear a blockage. Work was stopped immediately once observed.,Yes,Confined Space,Oxygen-deficient atmosphere,Gas testing,Bypassed,HIGH,synthetic
OIL-01238,2026-07-05,Site A - Duliajan,Maintenance,UA,Signboard directing to the emergency assembly point was slightly bent; straightened by a new joinee.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01239,2026-07-05,Site B - Moran,Production Operations,UA,Supervisor authorization was missing but a maintenance crew member commenced work on the pressurized system. Work was stopped immediately once observed.,Yes,Work Authorisation,Unauthorized/uncontrolled work start,Risk assessment / JSA,Failed,HIGH,synthetic
OIL-01240,2026-07-05,Site C - Kumchai,Housekeeping,UA,An operator reported a flickering light in the break room; maintenance ticket raised.,No,None,None identified,N/A,N/A,LOW,synthetic
OIL-01241,2026-07-05,Site E - Barekuri Pipeline,Confined Space Entry,UC,"Confined space permit paperwork had a minor date entry error, corrected before entry. Addressed before the shift ended.",No,Confined Space,None identified,Gas testing,Adequate / Minor Gap,LOW,synthetic
